symbol,name,sector,industry,market_cap,country
ML,MoneyLion Inc. Class A Common Stock,Information Technology,Software,Small Cap,United States
MLAA,Mountain Lake Acquisition Corp. II Class A Ordinary Shares,Financials,Diversified Financial Services,Nano Cap,United States
MLAAU,Mountain Lake Acquisition Corp. II Units,Financials,Diversified Financial Services,Nano Cap,United States
MLAAW,Mountain Lake Acquisition Corp. II Warrants,Financials,Diversified Financial Services,Nano Cap,United States
MLAB,"Mesa Laboratories, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Small Cap,United States
MLACR,Mountain Lake Acquisition Corp. Right,Financials,,Nano Cap,United States
MLCG,"ML Capital Group, Inc.",Industrials,Industrial Conglomerates,Nano Cap,United States
MLCI,Mount Logan Capital Inc. Common Stock,Financials,Capital Markets,Micro Cap,United States
MLCIL,Mount Logan Capital Inc. 8.00% Notes Due 2031,Financials,Capital Markets,Nano Cap,United States
MLFB,"Major League Football, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Nano Cap,United States
MLGF,Malaga Financial Corporation,Financials,Banks,Micro Cap,United States
MLGO,MicroAlgo Inc. Ordinary Shares,Information Technology,Software,Nano Cap,United States
MLHC,"M Line Holdings, Inc.",Consumer Staples,Beverages,Nano Cap,United States
MLHR,"Herman Miller, Inc.",Consumer Discretionary,Household Durables,Mid Cap,United States
MLI,"Mueller Industries, Inc.",Industrials,Building Products,Large Cap,United States
MLKN,MillerKnoll Inc. Common Stock,Industrials,Building Products,Small Cap,United States
MLKNA,"MedLink International, Inc.",Health Care,Health Care Providers & Services,Nano Cap,United States
MLM,"Martin Marietta Materials, Inc.",Materials,Construction Materials,Large Cap,United States
MLMN,"Millennium Prime, Inc.",Consumer Staples,Beverages,Nano Cap,United States
MLND,"Millendo Therapeutics, Inc.",Health Care,Biotechnology,Nano Cap,United States
MLP,"Maui Land & Pineapple Company, Inc.",Real Estate,Real Estate Management & Development,Small Cap,United States
MLR,"Miller Industries, Inc.",Consumer Discretionary,Auto Components,Small Cap,United States
MLTO,"MEDirect Latino, Inc.",Health Care,,Nano Cap,United States
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,Health Care,Biotechnology,Small Cap,United States
MLVF,"Malvern Bancorp, Inc.",Financials,Banks,Micro Cap,United States
MLWN,"Malwin Ventures, Inc.",Communication Services,Entertainment,Nano Cap,United States
MLYBY,RH,Consumer Discretionary,Specialty Retail,Large Cap,United States
MLYNF,RH,Consumer Discretionary,Specialty Retail,Large Cap,United States
MLYS,Mineralys Therapeutics Inc. Common Stock,Health Care,Biotechnology,Mid Cap,United States
MMAC,"MMA Capital Holdings, Inc.",Financials,Thrifts & Mortgage Finance,Micro Cap,United States
MMAT,Meta Materials Inc. Common Stock,Information Technology,Semiconductors & Semiconductor Equipment,Nano Cap,United States
MMAYF,RH,Consumer Discretionary,Specialty Retail,Large Cap,United States
MMBF,Vector 21 Holdings Inc.,Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
MMC,"Marsh & McLennan Companies, Inc.",Financials,Insurance,Large Cap,United States
MMCWF,Mind Medicine (MindMed) Inc.,Health Care,Biotechnology,Small Cap,United States
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,Financials,Capital Markets,Nano Cap,United States
MMDCF,Mind Medicine (MindMed) Inc.,Health Care,Biotechnology,Small Cap,United States
MMDWF,Mind Medicine (MindMed) Inc.,Health Care,Biotechnology,Small Cap,United States
MMED,MiniMed Group Inc. Common Stock,Health Care,Health Care Technology,Mid Cap,United States
MMEDF,Mind Medicine (MindMed) Inc.,Health Care,Biotechnology,Small Cap,United States
MMEX,MMEX Resources Corporation,Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
MMI,"Marcus & Millichap, Inc.",Real Estate,Real Estate Management & Development,Small Cap,United States
MMIO,Marmion Industries Corp.,Industrials,,Nano Cap,United States
MMLP,Martin Midstream Partners L.P.,Energy,"Oil, Gas & Consumable Fuels",Micro Cap,United States
MMM,3M Company,Industrials,Machinery,Large Cap,United States
MMMB,"MamaMancini's Holdings, Inc.",Consumer Staples,Food & Staples Retailing,Micro Cap,United States
MMMM,"Quad M Solutions, Inc.",Financials,Insurance,Nano Cap,United States
MMMW,"Mass Megawatts Wind Power, Inc.",Utilities,Independent Power and Renewable Electricity Producers,Nano Cap,United States
MMND,"Mastermind, Inc.",Communication Services,Diversified Telecommunication Services,Nano Cap,United States
MMNFF,MedMen Enterprises Inc.,Health Care,Pharmaceuticals,Micro Cap,United States
MMNWF,MedMen Enterprises Inc.,Health Care,Pharmaceuticals,Micro Cap,United States
MMP,"Magellan Midstream Partners, L.P.",Energy,"Oil, Gas & Consumable Fuels",Large Cap,United States
MMS,"Maximus, Inc.",Industrials,Professional Services,Mid Cap,United States
MMSI,"Merit Medical Systems, Inc.",Health Care,Health Care Equipment & Supplies,Mid Cap,United States
MMT,MFS Multimarket Income Trust,Financials,Capital Markets,Micro Cap,United States
MMTC,"Micro Imaging Technology, Inc.",Health Care,Health Care Technology,Nano Cap,United States
MMTRS,Mills Music Trust,Industrials,Professional Services,Nano Cap,United States
MMTS,"Multi-Media Tutorial Services, Inc.",Consumer Staples,Household Products,Nano Cap,United States
MMTV,"Medical Media Television, Inc.",Communication Services,,Nano Cap,United States
MMU,Western Asset Managed Municipals Fund Inc.,Financials,Capital Markets,Nano Cap,United States
MN,"Manning & Napier, Inc.",Financials,Capital Markets,Micro Cap,United States
MNAT,Marquette National Corporation,Financials,Banks,Micro Cap,United States
MNBO,MNB Holdings Corporation,Financials,Banks,Nano Cap,United States
MNBP,"Mars Bancorp, Inc.",Financials,Banks,Nano Cap,United States
MNDP,"Mundus Group, Inc.",Industrials,Aerospace & Defense,Nano Cap,United States
MNFSF,ManifestSeven Holdings Corporation,Health Care,Pharmaceuticals,Nano Cap,United States
MNGG,Mining Global Inc.,Materials,Metals & Mining,Nano Cap,United States
MNIZ,Gen 2 Technologies Inc.,Communication Services,Media,Nano Cap,United States
MNK,Mallinckrodt plc Ordinary Shares,Health Care,Biotechnology,Nano Cap,United States
MNKD,MannKind Corporation,Health Care,Biotechnology,Small Cap,United States
MNMB,"Merchants & Marine Bancorp, Inc.",Financials,Banks,Nano Cap,United States
MNMD,Mind Medicine (MindMed) Inc.,Health Care,Biotechnology,Small Cap,United States
MNMT,"Motivating the Masses, Inc.",Consumer Staples,Household Products,Nano Cap,United States
MNOV,"MediciNova, Inc.",Health Care,Biotechnology,Micro Cap,United States
MNP,Western Asset Municipal Partners Fund Inc.,Financials,Capital Markets,Nano Cap,United States
MNPP,"Merchants' National Properties, Inc.",Real Estate,Real Estate Management & Development,Micro Cap,United States
MNPR,Monopar Therapeutics Inc.,Health Care,Biotechnology,Small Cap,United States
MNR,Monmouth Real Estate Investment Corporation,Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
MNR-PC,Monmouth Real Estate Investment Corporation,Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
MNRL,"Brigham Minerals, Inc.",Energy,"Oil, Gas & Consumable Fuels",Small Cap,United States
MNRO,"Monro, Inc.",Consumer Discretionary,Auto Components,Small Cap,United States
MNSB,"MainStreet Bancshares, Inc.",Financials,Banks,Micro Cap,United States
MNSBP,"MainStreet Bancshares, Inc.",Financials,Banks,Micro Cap,United States
MNST,Monster Beverage Corporation,Consumer Staples,Beverages,Large Cap,United States
MNTK,"Montauk Renewables, Inc.",Utilities,Multi-Utilities,Micro Cap,United States
MNTR,"Mentor Capital, Inc.",Financials,Capital Markets,Nano Cap,United States
MNTS,Momentus Inc. Class A Common Stock,Industrials,,Nano Cap,United States
MNTSW,Momentus Inc. Warrant,Industrials,,Nano Cap,United States
MNTV,Momentive Global Inc. Common Stock,Information Technology,Software,Small Cap,United States
MNTX,"Manitex International, Inc.",Industrials,Machinery,Micro Cap,United States
MNVN,"Mondial Ventures, Inc.",Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
MNVWF,Mountainview Energy Ltd.,Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
MNZO,"Manzo Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
MO,"Altria Group, Inc.",Consumer Staples,Tobacco,Large Cap,United States
MOBQ,"Mobiquity Technologies, Inc.",Communication Services,Diversified Telecommunication Services,Nano Cap,United States
MOBQW,Mobiquity Technologies Inc. Warrant,Communication Services,Diversified Telecommunication Services,Nano Cap,United States
MOBV,Mobiv Acquisition Corp Class A Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
MOBVU,Mobiv Acquisition Corp Unit,Financials,Diversified Financial Services,Nano Cap,United States
MOBVW,Mobiv Acquisition Corp Warrant,Financials,Diversified Financial Services,Nano Cap,United States
MOBX,Mobix Labs Inc. Class A Common Stock,Information Technology,,Nano Cap,United States
MOBXW,Mobix Labs Inc Warrants,Information Technology,,Nano Cap,United States
MOCI,"Modern Cinema Group, Inc.",Communication Services,Entertainment,Nano Cap,United States
MOD,Modine Manufacturing Company,Consumer Discretionary,Auto Components,Large Cap,United States
MODC,Modern Technology Corp.,Industrials,,Nano Cap,United States
MODD,"Modular Medical, Inc.",Health Care,Health Care Technology,Nano Cap,United States
MODG,Topgolf Callaway Brands Corp. Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap,United States
MODN,"Model N, Inc.",Information Technology,Software,Small Cap,United States
MODV,ModivCare Inc.,Health Care,Health Care Equipment & Supplies,Nano Cap,United States
MOG-A,Moog Inc.,Industrials,Aerospace & Defense,Mid Cap,United States
MOG-B,Moog Inc.,Industrials,Aerospace & Defense,Mid Cap,United States
MOH,"Molina Healthcare, Inc.",Health Care,Health Care Providers & Services,Mid Cap,United States
MOJO,"MOJO Organics, Inc.",Consumer Staples,Beverages,Nano Cap,United States
MON,Monument Circle Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
MONCU,Monument Circle Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
MONCW,Monument Circle Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
MOND,Mondee Holdings Inc. Class A Common Stock,Consumer Staples,Household Products,Micro Cap,United States
MOPN,"JPO Solutions, Inc.",Materials,Chemicals,Nano Cap,United States
MORF,"Morphic Holding, Inc.",Health Care,Biotechnology,Mid Cap,United States
MORN,"Morningstar, Inc.",Financials,Capital Markets,Mid Cap,United States
MOS,The Mosaic Company,Materials,Construction Materials,Mid Cap,United States
MOST,"MobileSmith, Inc.",Health Care,Health Care Providers & Services,Micro Cap,United States
MOSY,"MoSys, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Nano Cap,United States
MOTN,Motion Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
MOTNU,Motion Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
MOTNW,Motion Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
MOTS,"Motus GI Holdings, Inc.",Health Care,Biotechnology,Nano Cap,United States
MOTV,Motive Capital Corp,Financials,Diversified Financial Services,Small Cap,United States
MOTV-UN,Motive Capital Corp,Financials,Diversified Financial Services,Small Cap,United States
MOTV-WT,Motive Capital Corp,Financials,Diversified Financial Services,Small Cap,United States
MOTVU,Motive Capital Corp,Financials,Diversified Financial Services,Small Cap,United States
MOV,"Movado Group, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Small Cap,United States
MOVE,Movano Inc.,Health Care,Health Care Technology,Nano Cap,United States
MP,MP Materials Corp.,Materials,Metals & Mining,Large Cap,United States
MPA,BlackRock MuniYield Pennsylvania Quality Fund,Financials,Capital Markets,Nano Cap,United States
MPAA,"Motorcar Parts of America, Inc.",Consumer Discretionary,Auto Components,Micro Cap,United States
MPAD,"Micropac Industries, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Nano Cap,United States
MPB,"Mid Penn Bancorp, Inc.",Financials,Banks,Small Cap,United States
MPC,Marathon Petroleum Corporation,Energy,"Oil, Gas & Consumable Fuels",Large Cap,United States
MPCB,"Mountain Pacific Bancorp, Inc.",Financials,Banks,,United States
MPEG,Innovacom Inc.,Information Technology,Communications Equipment,Nano Cap,United States
MPHD,"Media Pal Holdings, Corp.",Industrials,Transportation Infrastructure,Nano Cap,United States
MPHMF,Callitas Health Inc.,Health Care,Biotechnology,Nano Cap,United States
MPHX,"MPB BHC, INC.",Financials,Banks,,United States
MPIN,"Message Processing International, Inc.",Industrials,Professional Services,,United States
MPIR,"Empire Diversified Energy, Inc.",Utilities,Water Utilities,Micro Cap,United States
MPLN,MultiPlan Corporation,Health Care,Health Care Providers & Services,Small Cap,United States
MPLN-WT,MultiPlan Corporation,Health Care,Health Care Providers & Services,Mid Cap,United States
MPLT,MapLight Therapeutics Inc. Common Stock,Health Care,Biotechnology,Small Cap,United States
MPLX,MPLX LP,Energy,"Oil, Gas & Consumable Fuels",Large Cap,United States
MPLXP,MPLX LP,Energy,"Oil, Gas & Consumable Fuels",Large Cap,United States
MPML,"MPM Technologies, Inc.",Industrials,Construction & Engineering,Nano Cap,United States
MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,Financials,Diversified Financial Services,Nano Cap,United States
MPRAU,Mercato Partners Acquisition Corporation Unit,Financials,Diversified Financial Services,Nano Cap,United States
MPRAW,Mercato Partners Acquisition Corporation Warrant,Financials,Diversified Financial Services,Nano Cap,United States
MPRG,"The Motion Picture Group, Inc.",Communication Services,,Nano Cap,United States
MPT,Medical Properties Trust Inc. common stock,Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
MPTI,M-tron Industries Inc. Common Stock,Information Technology,,Micro Cap,United States
MPU,Mega Matrix Corp. Common Stock,Industrials,Professional Services,Micro Cap,United States
MPV,Barings Participation Investors,Financials,Capital Markets,Micro Cap,United States
MPW,"Medical Properties Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Mid Cap,United States
MPWR,"Monolithic Power Systems, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Large Cap,United States
MPX,CTS Corporation,Information Technology,"Electronic Equipment, Instruments & Components",Micro Cap,United States
MQ,Marqeta Inc. Class A Common Stock,Information Technology,Software,Small Cap,United States
MQT,"BlackRock MuniYield Quality Fund II, Inc.",Financials,Capital Markets,Small Cap,United States
MQY,"BlackRock MuniYield Quality Fund, Inc.",Financials,Capital Markets,Small Cap,United States
MRAC,Marquee Raine Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
MRACU,Marquee Raine Acquisition Corp.,Financials,Diversified Financial Services,Small Cap,United States
